COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
zero,123657,61,5,195341,615,4,4,unsat,very_little,no,2.62,LEAVE
zero,42823,0,0,879961,238,0,9,avg,very_high,considering,6.49,STAY
zero,29855,222,76,449868,156,20,1,very_unsat,little,actively_looking_into_it,2.24,LEAVE
zero,32155,0,11,269842,154,0,6,sat,high,perhaps,5.23,LEAVE
zero,148734,232,56,854476,642,11,1,unsat,little,actively_looking_into_it,4.14,LEAVE
one,33296,49,10,175963,159,3,6,avg,very_little,actively_looking_into_it,4.59,STAY
zero,30470,0,8,298457,243,0,6,very_sat,very_high,perhaps,4.87,STAY
one,117529,35,88,476579,675,4,2,very_sat,little,no,4.59,LEAVE
one,87603,212,81,409870,291,29,6,unsat,very_high,never_thought,3.46,LEAVE
zero,139922,0,0,953056,428,0,15,very_sat,very_high,actively_looking_into_it,2.58,LEAVE
one,47976,0,13,718760,182,0,6,very_unsat,very_little,considering,5.03,LEAVE
zero,93243,204,77,933026,372,11,2,very_unsat,little,considering,4.76,STAY
zero,70470,0,72,335779,308,0,5,very_sat,little,considering,6.27,STAY
one,45582,0,0,207381,235,1,14,very_sat,little,actively_looking_into_it,4.17,STAY
zero,114899,53,33,686445,168,5,2,unsat,very_little,considering,6.79,LEAVE
zero,104480,0,33,526358,837,1,1,unsat,very_high,never_thought,6.71,LEAVE
zero,140084,0,15,238676,517,0,4,avg,very_high,never_thought,3.60,LEAVE
zero,85779,207,0,202107,399,27,15,very_unsat,very_high,never_thought,3.73,LEAVE
zero,71700,94,0,768757,322,3,11,very_unsat,very_little,considering,6.31,STAY
one,87185,0,18,864518,341,0,6,very_sat,very_high,no,5.31,LEAVE
one,47945,69,8,780124,242,3,4,unsat,high,considering,6.37,STAY
one,153497,61,0,189372,441,5,11,unsat,high,actively_looking_into_it,2.72,LEAVE
one,88876,196,14,354380,385,10,6,very_sat,very_little,actively_looking_into_it,3.11,STAY
one,139136,181,0,242326,220,19,1,very_sat,little,actively_looking_into_it,3.71,LEAVE
one,44584,0,41,256394,220,20,1,unsat,very_high,actively_looking_into_it,7.31,LEAVE
zero,31760,0,13,410337,228,0,4,very_sat,very_little,considering,1.59,STAY
one,110622,261,46,284885,878,14,1,avg,little,considering,3.33,LEAVE
one,116504,0,0,205055,532,0,1,very_unsat,avg,actively_looking_into_it,3.13,LEAVE
zero,29126,0,31,202662,180,1,1,very_unsat,high,no,6.10,LEAVE
zero,71238,49,0,558920,319,4,15,very_sat,little,no,5.30,STAY
one,46208,188,0,585916,164,24,1,very_unsat,little,never_thought,2.14,STAY
zero,41040,58,0,818154,182,3,12,very_unsat,very_high,actively_looking_into_it,7.77,STAY
zero,38916,0,67,984796,236,0,2,unsat,very_high,considering,4.70,LEAVE
zero,147055,65,0,235849,856,3,14,unsat,high,considering,2.94,STAY
zero,42005,59,7,808553,216,3,5,unsat,little,no,5.77,STAY
one,75554,158,13,272312,388,10,6,very_unsat,very_little,considering,4.57,LEAVE
one,110607,61,12,214449,822,5,6,very_unsat,high,no,5.65,STAY
zero,88926,0,44,736360,296,1,2,very_sat,very_high,no,6.72,STAY
one,34473,0,79,574480,172,19,2,very_sat,very_high,considering,5.76,LEAVE
one,59165,227,0,264524,356,18,13,very_unsat,very_high,considering,4.56,LEAVE
one,118067,0,0,174393,602,1,13,unsat,very_high,considering,3.14,STAY
one,154929,204,0,179003,749,15,15,very_unsat,very_little,considering,4.18,LEAVE
zero,127287,0,72,157572,688,0,1,unsat,little,considering,8.73,STAY
zero,142420,0,12,586650,621,1,4,very_sat,little,no,2.54,LEAVE
zero,21001,61,0,528891,191,4,11,unsat,avg,actively_looking_into_it,2.41,LEAVE
one,133575,0,24,200984,447,1,6,very_sat,high,considering,1.94,STAY
zero,52788,66,88,245078,264,4,1,very_unsat,high,no,5.48,STAY
one,78320,60,0,737566,270,4,15,very_unsat,little,no,5.16,LEAVE
one,133715,0,29,260174,464,3,1,unsat,little,considering,6.17,STAY
one,31630,197,9,208059,193,12,4,unsat,very_little,actively_looking_into_it,2.78,LEAVE
zero,52984,85,0,653632,253,0,2,sat,little,no,6.07,STAY
one,105604,0,49,789987,779,1,2,very_unsat,very_high,actively_looking_into_it,6.49,LEAVE
zero,23563,218,0,978910,692,27,13,avg,very_high,never_thought,6.21,STAY
one,94027,189,23,926092,287,18,6,unsat,little,considering,5.25,LEAVE
zero,49127,0,28,384995,131,1,1,very_unsat,little,no,4.58,LEAVE
zero,76853,55,6,458788,386,16,5,very_unsat,very_high,no,5.16,STAY
one,37905,71,27,261881,211,3,1,very_unsat,very_high,actively_looking_into_it,7.52,LEAVE
zero,93690,0,37,910632,269,0,2,very_unsat,high,considering,6.59,STAY
one,159562,0,54,166912,492,0,2,unsat,little,no,7.24,STAY
one,30452,65,0,675509,249,3,15,very_unsat,little,actively_looking_into_it,4.17,STAY
one,42289,253,12,469063,218,11,4,very_sat,little,actively_looking_into_it,0.84,LEAVE
one,43047,0,0,302792,219,1,9,very_sat,little,considering,3.64,STAY
one,157381,157,28,965258,462,12,1,very_unsat,little,considering,2.99,STAY
one,73560,152,11,932243,272,21,4,very_sat,very_high,no,7.03,STAY
zero,56665,0,89,610435,393,1,2,very_unsat,very_little,considering,8.29,STAY
one,89727,73,59,871389,371,4,1,very_unsat,little,considering,6.62,STAY
zero,117033,67,39,301912,572,4,1,very_sat,avg,never_thought,5.55,LEAVE
zero,60411,59,0,997443,314,4,9,very_sat,little,considering,5.48,STAY
one,49373,176,54,388848,216,22,2,very_sat,very_little,actively_looking_into_it,3.79,LEAVE
zero,79663,0,6,323262,281,0,4,very_unsat,avg,actively_looking_into_it,2.96,STAY
one,54205,227,35,175003,310,18,2,very_sat,little,actively_looking_into_it,4.05,LEAVE
one,92955,247,47,368866,288,29,1,very_sat,very_little,perhaps,3.84,LEAVE
zero,72150,50,0,757619,222,4,10,very_unsat,high,considering,4.53,STAY
zero,20335,0,15,414759,131,0,5,very_sat,very_little,actively_looking_into_it,5.02,STAY
one,67648,55,0,818803,297,5,14,avg,little,never_thought,4.99,STAY
one,142560,68,0,203222,486,5,11,very_unsat,little,never_thought,3.72,LEAVE
one,100801,195,21,217415,798,26,6,sat,very_little,considering,3.06,LEAVE
one,120417,190,17,150113,435,15,4,very_unsat,little,never_thought,2.98,LEAVE
zero,36987,186,0,225419,179,18,1,very_unsat,very_high,no,2.96,LEAVE
one,41770,232,58,173918,493,25,1,avg,very_high,no,3.63,LEAVE
one,141838,0,0,818527,484,1,13,unsat,very_high,considering,3.49,LEAVE
zero,42663,0,0,732830,220,1,13,very_sat,avg,no,6.16,STAY
one,49777,45,0,714832,235,4,12,very_unsat,very_high,considering,6.07,STAY
zero,114085,238,22,812650,713,22,4,very_unsat,very_little,no,2.20,LEAVE
one,69598,217,18,321677,294,21,5,unsat,high,never_thought,3.77,LEAVE
one,35136,161,0,214957,186,11,8,unsat,little,no,1.55,LEAVE
one,157115,65,82,264647,250,3,1,very_sat,very_high,perhaps,6.23,STAY
one,113348,0,66,357086,704,1,1,very_sat,very_high,actively_looking_into_it,5.85,STAY
one,118687,0,0,230812,591,0,15,very_sat,high,no,3.87,STAY
zero,129891,80,65,668674,531,4,5,unsat,little,never_thought,7.13,LEAVE
one,159774,216,49,336135,632,10,1,very_unsat,little,considering,3.85,STAY
zero,133028,37,0,305640,661,4,8,very_sat,very_high,actively_looking_into_it,3.89,STAY
zero,22511,229,44,710896,213,28,2,unsat,very_little,never_thought,9.12,STAY
one,129666,47,16,528866,605,4,4,very_sat,very_high,no,4.06,LEAVE
one,39108,0,24,916100,217,1,5,very_unsat,little,never_thought,6.26,STAY
one,34626,0,30,242382,166,0,2,very_unsat,very_little,considering,6.52,LEAVE
zero,142145,217,8,230258,696,16,5,very_unsat,little,considering,3.43,LEAVE
one,45221,170,21,706781,393,23,5,unsat,little,no,5.52,STAY
zero,121019,250,0,242005,368,14,9,very_unsat,little,actively_looking_into_it,2.25,LEAVE
one,150528,0,76,361986,744,0,2,avg,very_high,no,5.49,STAY
zero,109103,0,54,242682,889,0,2,very_unsat,high,no,6.31,LEAVE
one,73239,0,0,909304,293,1,8,sat,little,no,5.90,STAY
one,45407,0,32,563558,230,1,2,very_sat,very_high,actively_looking_into_it,6.91,STAY
zero,143311,0,63,888524,789,0,1,very_sat,little,no,6.23,LEAVE
one,40157,53,0,972459,220,26,8,unsat,high,considering,5.35,STAY
zero,57275,146,19,596755,269,15,4,very_unsat,avg,considering,3.02,LEAVE
one,85451,0,0,683755,286,0,12,unsat,little,no,5.27,STAY
one,25843,56,16,313220,153,0,6,very_sat,very_high,considering,4.65,LEAVE
one,156491,0,48,174850,575,0,2,very_sat,high,actively_looking_into_it,6.27,STAY
one,156413,188,73,186591,739,15,2,very_sat,very_little,no,3.68,LEAVE
one,91498,237,0,290949,651,12,13,very_unsat,little,considering,3.73,LEAVE
zero,50227,244,0,219858,263,17,9,very_sat,little,considering,3.84,LEAVE
one,110834,25,46,896192,444,3,1,very_unsat,avg,considering,5.34,STAY
one,23833,0,0,243611,137,0,14,very_unsat,high,no,4.24,STAY
one,25289,0,61,188491,148,1,10,very_sat,very_little,considering,6.28,STAY
zero,136123,0,0,416359,653,0,10,very_unsat,very_high,considering,3.97,STAY
zero,149787,0,0,780637,577,0,11,sat,very_little,actively_looking_into_it,2.84,LEAVE
zero,47650,152,13,181914,163,21,5,very_sat,little,considering,3.65,LEAVE
one,130228,154,0,743945,878,12,9,very_unsat,little,considering,1.85,STAY
zero,34888,40,0,785945,208,5,8,very_sat,little,considering,7.06,STAY
zero,134842,49,0,212064,683,5,12,very_unsat,little,perhaps,2.94,STAY
zero,68797,0,69,542089,399,0,1,very_unsat,very_high,considering,5.73,LEAVE
one,123505,207,12,420990,546,19,4,unsat,little,never_thought,3.63,STAY
one,87062,0,67,516954,302,1,2,very_sat,little,no,5.07,LEAVE
one,149353,0,0,470150,828,0,13,very_unsat,little,actively_looking_into_it,3.83,STAY
zero,30593,0,64,333168,243,1,13,sat,little,considering,6.21,STAY
one,39200,65,22,729673,154,4,6,very_unsat,very_high,actively_looking_into_it,5.29,LEAVE
one,39982,73,0,719032,187,3,8,very_sat,very_little,no,5.88,STAY
one,126299,279,20,760139,657,10,6,very_sat,very_high,never_thought,2.89,LEAVE
one,132121,49,0,793413,152,5,13,unsat,very_high,considering,2.73,STAY
zero,84172,71,21,491349,347,5,5,very_sat,very_little,considering,4.09,STAY
one,119682,63,0,762814,485,3,14,very_unsat,little,never_thought,4.84,LEAVE
one,82212,0,25,683256,285,1,1,very_unsat,very_high,no,6.61,STAY
one,153987,63,12,875492,428,5,6,very_sat,very_high,actively_looking_into_it,3.61,LEAVE
one,48197,140,17,869110,203,28,4,unsat,very_high,considering,8.03,STAY
one,29702,212,33,541934,219,21,2,very_unsat,very_little,actively_looking_into_it,3.18,LEAVE
one,22424,0,59,496538,175,1,2,very_unsat,avg,actively_looking_into_it,4.86,LEAVE
one,27953,65,46,398570,233,20,2,avg,little,considering,3.41,LEAVE
one,70408,250,0,438970,265,26,9,unsat,very_little,considering,4.53,STAY
zero,129465,78,5,182080,840,4,1,very_unsat,very_little,actively_looking_into_it,3.98,STAY
zero,22556,230,5,742217,137,12,6,very_sat,high,considering,4.92,STAY
zero,31133,195,22,727800,147,19,5,very_sat,very_high,actively_looking_into_it,7.23,STAY
zero,70318,0,8,579195,316,0,5,unsat,little,considering,3.86,LEAVE
one,58215,83,0,716257,302,3,11,very_sat,little,actively_looking_into_it,5.77,LEAVE
one,71903,0,12,345234,360,1,4,unsat,little,considering,4.13,LEAVE
zero,133087,192,0,193283,731,17,12,unsat,very_little,actively_looking_into_it,2.79,LEAVE
zero,98108,240,22,780279,327,21,4,very_sat,little,considering,7.33,STAY
one,119494,75,0,969838,482,4,14,very_unsat,very_high,no,3.55,STAY
zero,118000,211,73,211099,239,16,1,very_sat,little,considering,5.95,LEAVE
one,119235,78,20,731704,642,5,4,very_unsat,very_high,considering,3.32,LEAVE
zero,77251,66,16,620378,376,3,4,unsat,little,never_thought,4.82,STAY
one,45076,131,0,260985,174,27,6,very_unsat,very_little,never_thought,2.22,LEAVE
zero,95798,74,26,198869,390,4,2,very_unsat,little,considering,4.99,STAY
zero,36485,190,61,217113,208,4,1,unsat,little,considering,2.81,LEAVE
zero,149463,224,0,380527,588,15,14,very_unsat,high,perhaps,4.35,LEAVE
one,25710,78,6,271999,222,4,5,avg,little,no,4.44,STAY
one,89171,203,12,697860,368,19,6,very_unsat,very_little,actively_looking_into_it,5.30,LEAVE
one,146503,231,0,823108,505,14,10,very_unsat,very_little,no,3.53,LEAVE
zero,152197,161,18,884299,431,24,6,unsat,very_little,actively_looking_into_it,4.65,LEAVE
one,38681,0,38,644886,187,0,1,very_unsat,little,considering,5.96,STAY
one,152580,76,18,559669,857,3,6,very_unsat,very_high,actively_looking_into_it,3.94,LEAVE
zero,124615,61,0,338775,580,4,13,very_unsat,very_little,never_thought,4.53,STAY
one,150637,61,85,312087,507,5,2,unsat,little,actively_looking_into_it,6.01,LEAVE
zero,131797,66,66,413681,240,4,1,unsat,avg,considering,6.72,STAY
one,46789,201,35,771770,142,26,2,very_unsat,little,actively_looking_into_it,8.26,STAY
one,145029,273,86,530489,645,29,1,unsat,very_high,no,2.14,LEAVE
one,30992,178,23,317989,247,17,5,sat,very_little,no,4.13,LEAVE
zero,117096,0,54,250067,366,4,2,very_sat,very_little,considering,5.82,LEAVE
zero,105523,171,70,761871,407,14,2,very_sat,little,perhaps,3.08,LEAVE
zero,47867,67,7,200324,222,3,15,very_unsat,high,considering,3.06,LEAVE
one,41044,0,12,604255,230,1,6,very_unsat,little,considering,6.88,STAY
zero,24894,200,62,441118,170,13,4,very_sat,very_little,never_thought,3.91,LEAVE
one,98428,223,18,326442,375,17,4,very_unsat,little,considering,2.78,LEAVE
one,108583,62,20,558233,539,3,4,avg,very_high,considering,3.74,LEAVE
zero,142448,62,56,534411,630,4,2,unsat,little,considering,4.95,LEAVE
one,156428,0,0,220099,188,0,11,unsat,little,no,2.35,LEAVE
one,67899,0,34,342273,357,1,1,very_sat,very_high,considering,4.42,LEAVE
one,120764,0,0,280564,819,0,13,very_unsat,little,never_thought,2.81,LEAVE
zero,28869,177,87,881335,131,19,2,very_unsat,little,no,7.02,STAY
zero,57053,56,20,358942,462,0,4,very_sat,very_high,considering,3.62,LEAVE
zero,36320,207,24,403579,159,26,6,very_unsat,little,considering,3.65,LEAVE
zero,117010,0,83,759251,436,1,1,very_unsat,very_high,actively_looking_into_it,5.55,STAY
one,116407,55,89,743537,530,4,2,very_unsat,little,actively_looking_into_it,5.66,LEAVE
one,42795,0,12,227559,200,1,6,very_sat,little,actively_looking_into_it,3.49,LEAVE
zero,116476,0,8,736395,582,5,4,very_unsat,little,actively_looking_into_it,5.17,STAY
zero,81116,215,0,226740,282,28,10,very_unsat,little,considering,2.11,STAY
zero,148222,0,64,389715,364,0,2,very_sat,little,considering,7.74,STAY
one,85577,185,88,207783,365,0,2,very_sat,very_little,never_thought,2.41,LEAVE
one,125130,61,17,724791,430,3,4,very_unsat,very_little,considering,1.45,LEAVE
one,129080,0,6,690227,762,0,6,unsat,very_high,considering,5.47,STAY
zero,115247,195,72,967659,896,19,2,unsat,very_high,no,2.23,STAY
one,62334,80,0,253860,362,4,15,very_unsat,very_little,no,4.33,STAY
zero,44849,0,0,302848,158,0,14,unsat,high,actively_looking_into_it,2.62,LEAVE
zero,52106,194,0,612747,265,20,14,unsat,little,considering,6.72,STAY
one,100665,0,0,482068,483,1,8,very_sat,little,perhaps,4.33,STAY
zero,66995,25,0,177282,329,3,12,very_unsat,little,considering,2.86,STAY
one,131661,50,13,393208,611,5,4,very_sat,very_little,considering,4.34,STAY
one,137695,0,11,353251,534,0,5,unsat,very_high,considering,3.23,LEAVE
zero,84024,44,0,956514,269,4,12,very_unsat,high,considering,6.41,LEAVE
one,31687,0,54,162817,195,0,2,very_sat,high,actively_looking_into_it,4.90,LEAVE
one,69577,70,0,378380,367,12,11,very_sat,very_high,no,2.84,LEAVE
one,27250,0,0,486379,198,0,9,unsat,little,actively_looking_into_it,6.27,STAY
one,75989,233,24,667923,262,20,6,very_unsat,very_little,actively_looking_into_it,6.74,STAY
zero,82540,199,8,693707,375,16,4,very_sat,little,actively_looking_into_it,4.97,STAY
zero,48542,0,73,905946,215,1,1,very_sat,very_high,considering,5.29,STAY
zero,103329,0,0,244430,475,1,11,very_unsat,avg,considering,5.12,LEAVE
one,95443,211,14,569115,282,11,5,unsat,avg,considering,3.16,LEAVE
one,30200,0,0,172085,192,1,10,very_unsat,little,actively_looking_into_it,2.27,LEAVE
one,56566,48,0,443565,387,4,12,very_unsat,little,actively_looking_into_it,3.92,STAY
one,57089,0,70,750430,276,1,2,very_unsat,little,no,5.39,LEAVE
zero,68750,122,68,284602,253,12,2,unsat,very_high,perhaps,2.84,LEAVE
one,85681,202,23,497504,329,15,5,unsat,very_little,no,3.27,LEAVE
zero,47807,57,0,203348,136,5,8,very_unsat,very_high,no,4.20,STAY
zero,21701,0,11,194449,191,0,6,very_sat,little,considering,4.28,LEAVE
one,27074,71,17,968328,214,4,1,very_unsat,little,no,6.78,LEAVE
one,42692,66,22,529029,247,3,5,very_unsat,little,actively_looking_into_it,4.90,STAY
zero,159957,46,0,155330,783,4,14,sat,little,considering,2.47,STAY
zero,29561,61,88,270621,145,5,2,very_sat,little,no,6.41,LEAVE
one,131446,0,29,621459,503,0,2,very_sat,little,considering,5.65,LEAVE
zero,25128,29,10,637640,234,16,4,very_unsat,high,never_thought,6.35,STAY
zero,147526,0,63,891839,417,1,2,very_sat,high,actively_looking_into_it,5.29,STAY
zero,43859,176,80,667860,372,20,1,very_unsat,little,considering,6.02,STAY
zero,24481,0,0,704315,277,1,8,unsat,very_high,considering,5.32,LEAVE
one,72279,0,5,429284,334,0,4,unsat,little,no,5.47,LEAVE
one,156068,55,16,276218,646,1,4,very_unsat,high,considering,4.08,STAY
zero,34096,37,48,458421,190,3,5,very_sat,little,actively_looking_into_it,4.01,LEAVE
zero,75819,150,39,178531,388,18,5,very_sat,very_high,no,5.46,LEAVE
one,31520,185,0,280528,173,21,10,very_unsat,little,considering,4.87,LEAVE
zero,35491,23,0,233642,155,5,9,very_sat,very_little,considering,6.38,STAY
zero,65657,80,8,604286,344,5,8,sat,very_high,considering,5.65,STAY
zero,103735,71,16,256473,430,5,4,unsat,little,actively_looking_into_it,5.77,STAY
zero,110501,69,0,796269,870,4,11,very_unsat,high,actively_looking_into_it,4.95,STAY
zero,83683,0,0,187135,398,1,12,very_sat,little,no,4.80,LEAVE
zero,21577,65,79,997421,213,5,1,unsat,very_little,considering,5.28,STAY
one,139257,0,0,400241,399,1,15,very_unsat,very_little,considering,3.70,STAY
zero,22157,64,80,989883,137,4,2,unsat,very_little,considering,6.64,STAY
zero,41412,0,19,874500,186,1,5,avg,very_little,no,6.52,STAY
one,147196,0,61,252197,520,0,2,very_sat,little,never_thought,5.21,STAY
one,47722,69,77,192949,207,4,1,very_unsat,avg,perhaps,5.58,LEAVE
zero,22902,49,6,230579,158,3,6,very_unsat,little,considering,4.54,STAY
zero,21497,0,0,711538,228,0,9,very_sat,little,actively_looking_into_it,6.68,STAY
zero,56741,0,50,599111,287,0,2,very_unsat,very_little,never_thought,5.52,LEAVE
one,42077,151,0,612134,240,19,11,unsat,very_little,no,6.00,STAY
one,142076,243,18,659240,699,25,4,very_unsat,very_high,actively_looking_into_it,2.68,LEAVE
zero,153596,167,0,994713,406,18,12,very_sat,little,considering,4.36,LEAVE
one,141467,0,22,794766,891,0,4,unsat,little,considering,5.04,LEAVE
one,156144,94,0,290386,865,5,9,unsat,little,no,2.81,LEAVE
one,42425,49,35,155058,174,4,2,very_sat,very_little,never_thought,7.09,STAY
zero,109711,196,14,959424,621,24,5,very_unsat,very_little,actively_looking_into_it,3.59,LEAVE
one,24827,165,0,972819,239,18,13,very_unsat,little,considering,6.79,STAY
one,101933,83,0,163027,847,12,14,very_unsat,high,no,4.57,LEAVE
one,62709,189,72,663281,322,12,1,very_unsat,little,considering,4.74,STAY
one,29374,50,82,560625,350,5,11,unsat,very_high,actively_looking_into_it,7.33,LEAVE
zero,132751,0,0,997081,849,0,6,sat,high,considering,5.43,LEAVE
one,100385,57,9,163699,134,5,4,unsat,very_high,no,3.72,LEAVE
one,99815,61,84,733076,320,5,1,unsat,very_little,no,6.49,STAY
one,105074,189,14,498798,192,27,6,very_unsat,avg,considering,3.45,LEAVE
zero,113644,36,0,263461,807,4,11,very_unsat,little,considering,2.61,LEAVE
one,46028,69,32,802755,242,4,1,very_unsat,avg,considering,7.25,STAY
one,118567,0,24,248157,875,1,10,unsat,very_high,actively_looking_into_it,3.29,STAY
zero,77360,46,84,194795,380,28,1,unsat,very_high,considering,4.82,STAY
one,44234,239,23,424856,226,12,5,unsat,high,actively_looking_into_it,5.37,LEAVE
zero,69493,50,12,307808,346,3,4,sat,very_little,actively_looking_into_it,5.37,LEAVE
zero,118349,34,74,921527,846,4,2,very_unsat,high,considering,8.89,STAY
zero,82961,0,50,887698,399,0,1,very_unsat,very_little,considering,6.90,STAY
one,137470,0,30,166441,769,1,1,unsat,high,considering,4.76,LEAVE
one,81321,73,18,449349,320,4,4,avg,little,actively_looking_into_it,3.84,STAY
